Date,Close,Volume
3/8/17,139,18681800
3/7/17,139.520004,17267500
3/6/17,139.339996,21155300
3/3/17,139.779999,21108100
3/2/17,138.960007,26153300
3/1/17,139.789993,36272400
2/28/17,136.990005,23403500
2/27/17,136.929993,20196400
2/24/17,136.660004,21690900
2/23/17,136.529999,20704100
2/22/17,137.110001,20745300
2/21/17,136.699997,24265100
2/17/17,135.720001,22084500
2/16/17,135.350006,22118000
2/15/17,135.509995,35501600
2/14/17,135.020004,32815500
2/13/17,133.289993,23035400
2/10/17,132.119995,20065500
2/9/17,132.419998,28349900
2/8/17,132.039993,23004100
2/7/17,131.529999,38183800
2/6/17,130.289993,26845900
2/3/17,129.080002,24507300
2/2/17,128.529999,33710400
2/1/17,128.75,111985000
1/31/17,121.349998,49201000
1/30/17,121.629997,30377500
1/27/17,121.949997,20562900
1/26/17,121.940002,26337600
1/25/17,121.879997,32377600
1/24/17,119.970001,23211000
1/23/17,120.080002,22050200
1/20/17,120,32597900
1/19/17,119.779999,25597300
1/18/17,119.989998,23713000
1/17/17,120,34439800
1/13/17,119.040001,26111900
1/12/17,119.25,27086200
1/11/17,119.75,27588600
1/10/17,119.110001,24462100
1/9/17,118.989998,33387600
1/6/17,117.910004,31751900
1/5/17,116.610001,22193600
1/4/17,116.019997,21118100
1/3/17,116.150002,28781900
12/30/16,115.82,30586300
12/29/16,116.730003,15039500
12/28/16,116.760002,20905900
12/27/16,117.260002,18296900
12/23/16,116.519997,14249500
12/22/16,116.290001,26085900
12/21/16,117.059998,23783200
12/20/16,116.949997,21425000
12/19/16,116.639999,27779400
12/16/16,115.970001,44351100
12/15/16,115.82,46524500
12/14/16,115.190002,34031800
12/13/16,115.190002,43733800
12/12/16,113.300003,26374400
12/9/16,113.949997,34402600
12/8/16,112.120003,27068300
12/7/16,111.029999,29998700
12/6/16,109.949997,26195500
12/5/16,109.110001,34324500
12/2/16,109.900002,26528000
12/1/16,109.489998,37086900
11/30/16,110.519997,36162300
11/29/16,111.459999,28528800
11/28/16,111.57,27194000
11/25/16,111.790001,11475900
11/23/16,111.230003,27426400
11/22/16,111.800003,25965500
11/21/16,111.730003,29264600
11/18/16,110.059998,28428900
11/17/16,109.949997,27632000
11/16/16,109.989998,58840500
11/15/16,107.110001,32264500
11/14/16,105.709999,51175500
11/11/16,108.43,34143900
11/10/16,107.790001,57134500
11/9/16,110.879997,59176400
11/8/16,111.059998,24054500
11/7/16,110.410004,32560000
11/4/16,108.839996,30837000
11/3/16,109.830002,26932600
11/2/16,111.589996,28331700
11/1/16,111.489998,43825800
10/31/16,113.540001,26419400
10/28/16,113.720001,37861700
10/27/16,114.480003,34562000
10/26/16,115.589996,66134200
10/25/16,118.25,48129000
10/24/16,117.650002,23538700
10/21/16,116.599998,23192700
10/20/16,117.059998,24125800
10/19/16,117.120003,20034600
10/18/16,117.470001,24553500
10/17/16,117.550003,23624900
10/14/16,117.629997,35652200
10/13/16,116.980003,35192400
10/12/16,117.339996,37586800
10/11/16,116.300003,64041000
10/10/16,116.050003,36236000
10/7/16,114.059998,24358400
10/6/16,113.889999,28779300
10/5/16,113.050003,21453100
10/4/16,113,29736800
10/3/16,112.519997,21701800
9/30/16,113.050003,36379100
9/29/16,112.18,35887000
9/28/16,113.949997,29641100
9/27/16,113.089996,24607400
9/26/16,112.879997,29869400
9/23/16,112.709999,52481200
9/22/16,114.620003,31074000
9/21/16,113.550003,36003200
9/20/16,113.57,34514300
9/19/16,113.580002,47023000
9/16/16,114.919998,79886900
9/15/16,115.57,89983600
9/14/16,111.769997,110888700
9/13/16,107.949997,62176200
9/12/16,105.440002,45292800
9/9/16,103.129997,46557000
9/8/16,105.519997,53002000
9/7/16,108.360001,42364300
9/6/16,107.699997,26880400
9/2/16,107.730003,26802500
9/1/16,106.730003,26701500
8/31/16,106.099998,29662400
8/30/16,106,24863900
8/29/16,106.82,24970300
8/26/16,106.940002,27766300
8/25/16,107.57,25086200
8/24/16,108.029999,23675100
8/23/16,108.849998,21257700
8/22/16,108.510002,25820200
8/19/16,109.360001,25368100
8/18/16,109.080002,21984700
8/17/16,109.220001,25356000
8/16/16,109.379997,33794400
8/15/16,109.480003,25868200
8/12/16,108.18,18660400
8/11/16,107.93,27484500
8/10/16,108,24008500
8/9/16,108.809998,26315200
8/8/16,108.370003,28037200
8/5/16,107.480003,40553400
8/4/16,105.870003,27408700
8/3/16,105.790001,30202600
8/2/16,104.480003,33816600
8/1/16,106.050003,38167900
7/29/16,104.209999,27733700
7/28/16,104.339996,39869800
7/27/16,102.949997,92344800
7/26/16,96.669998,56239800
7/25/16,97.339996,40382900
7/22/16,98.660004,28313700
7/21/16,99.43,32702000
7/20/16,99.959999,26276000
7/19/16,99.870003,23779900
7/18/16,99.830002,36493900
7/15/16,98.779999,30137000
7/14/16,98.790001,38919000
7/13/16,96.870003,25892200
7/12/16,97.419998,24167500
7/11/16,96.980003,23794900
7/8/16,96.68,28912100
7/7/16,95.940002,25139600
7/6/16,95.529999,30949100
7/5/16,94.989998,27705200
7/1/16,95.889999,26026500
6/30/16,95.599998,35836400
6/29/16,94.400002,36531000
6/28/16,93.589996,40444900
6/27/16,92.040001,45489600
6/24/16,93.400002,75311400
6/23/16,96.099998,32240200
6/22/16,95.550003,29219100
6/21/16,95.910004,35546400
6/20/16,95.099998,34411900
6/17/16,95.330002,61008200
6/16/16,97.550003,31326800
6/15/16,97.139999,29445200
6/14/16,97.459999,31931900
6/13/16,97.339996,38020500
6/10/16,98.830002,31712900
6/9/16,99.650002,26601400
6/8/16,98.940002,20848100
6/7/16,99.029999,22409500
6/6/16,98.629997,23292500
6/3/16,97.919998,28062900
6/2/16,97.720001,40191600
6/1/16,98.459999,29173300
5/31/16,99.860001,42307200
5/27/16,100.349998,36229500
5/26/16,100.410004,56331200
5/25/16,99.620003,38168800
5/24/16,97.900002,35140200
5/23/16,96.43,38018600
5/20/16,95.220001,32026000
5/19/16,94.199997,30442100
5/18/16,94.559998,42062400
5/17/16,93.489998,46916900
5/16/16,93.879997,61259800
5/13/16,90.519997,44392800
5/12/16,90.339996,76314700
5/11/16,92.510002,28719100
5/10/16,93.419998,33686800
5/9/16,92.790001,32936400
5/6/16,92.720001,43458200
5/5/16,93.239998,35890500
5/4/16,94.190002,41025500
5/3/16,95.18,56831300
5/2/16,93.639999,48160100
4/29/16,93.739998,68531500
4/28/16,94.830002,82242700
4/27/16,97.82,114602100
4/26/16,104.349998,56016200
4/25/16,105.080002,28031600
4/22/16,105.68,33683100
4/21/16,105.970001,31552500
4/20/16,107.129997,30611000
4/19/16,106.910004,32384900
4/18/16,107.480003,60834000
4/15/16,109.849998,46939000
4/14/16,112.099998,25473900
4/13/16,112.040001,33257300
4/12/16,110.440002,27232300
4/11/16,109.019997,29407500
4/8/16,108.660004,23581700
4/7/16,108.540001,31801900
4/6/16,110.959999,26404100
4/5/16,109.809998,26578700
4/4/16,111.120003,37356200
4/1/16,109.989998,25874000
3/31/16,108.989998,25888400
3/30/16,109.559998,45601100
3/29/16,107.68,31190100
3/28/16,105.190002,19411400
3/24/16,105.669998,26133000
3/23/16,106.129997,25703500
3/22/16,106.720001,32444400
3/21/16,105.910004,35502700
3/18/16,105.919998,44205200
3/17/16,105.800003,34420700
3/16/16,105.970001,38303500
3/15/16,104.580002,40067700
3/14/16,102.519997,25076100
3/11/16,102.260002,27408200
3/10/16,101.169998,33513600
3/9/16,101.120003,27201700
