Date,Close,Volume
7/20/16,126.059998,3353300
7/19/16,126.5,6277700
7/18/16,123.800003,5254700
7/15/16,123.610001,3688400
7/14/16,123.93,6011900
7/13/16,122.82,3464200
7/12/16,122.25,3742000
7/11/16,122,4266300
7/8/16,121.309998,3809600
7/7/16,120.919998,3621300
7/6/16,120.629997,5102800
7/5/16,120.760002,5191100
7/1/16,120.400002,3798100
6/30/16,120.339996,4808100
6/29/16,119.489998,5020400
6/28/16,118.5,6173000
6/27/16,116.300003,14150500
6/24/16,119.440002,6985900
6/23/16,121.209999,3832800
6/22/16,120.620003,6578900
6/21/16,122.629997,4749000
6/20/16,123.419998,5951000
6/17/16,122.269997,8331400
6/16/16,122.470001,3931800
6/15/16,122.25,4168100
6/14/16,122.510002,6351400
6/13/16,122.989998,5436700
6/10/16,122.360001,4347400
6/9/16,122.790001,4583400
6/8/16,122.110001,3925900
6/7/16,121.900002,4562100
6/6/16,122,4901700
6/3/16,121.349998,4640200
6/2/16,121.169998,4740200
6/1/16,121.970001,5057200
5/31/16,122.059998,7995200
5/27/16,123.25,3208900
5/26/16,123.790001,3716300
5/25/16,123.260002,5307400
5/24/16,123.949997,4494100
5/23/16,122.809998,7081600
5/20/16,122.559998,9735900
5/19/16,125.290001,6255100
5/18/16,126.209999,7303200
5/17/16,127.690002,5826200
5/16/16,129.639999,4343600
5/13/16,128.830002,6568700
5/12/16,130.119995,4286800
5/11/16,129.139999,6890200
5/10/16,131.600006,4082600
5/9/16,130.830002,5006800
5/6/16,130.580002,4417100
5/5/16,129.279999,4519700
5/4/16,129.330002,6613700
5/3/16,128.399994,4039100
5/2/16,128.199997,4830800
4/29/16,126.489998,6276900
4/28/16,127.919998,3385800
4/27/16,128.300003,4436200
4/26/16,127.709999,4082300
4/25/16,127.459999,6979900
4/22/16,125.5,9311300
4/21/16,125.790001,7947600
4/20/16,128.550003,5006700
4/19/16,128.860001,4606300
4/18/16,128.850006,4524200
4/15/16,127.779999,3103800
4/14/16,127.510002,4834800
4/13/16,126.889999,4985200
4/12/16,127.610001,5211400
4/11/16,127.559998,6973700
4/8/16,127.959999,3625600
4/7/16,128.139999,4720800
4/6/16,127.519997,5619900
4/5/16,127.379997,6282200
4/4/16,127.57,4239300
4/1/16,127.019997,5212400
3/31/16,125.68,7685900
3/30/16,125.830002,4853700
3/29/16,123.970001,7188200
3/28/16,123.169998,4784400
3/24/16,123.290001,5796700
3/23/16,124.190002,4143600
3/22/16,123.82,3494500
3/21/16,123.809998,4050100
3/18/16,124.080002,14783800
3/17/16,123.160004,6108700
3/16/16,123.519997,6716700
3/15/16,123.43,5061400
3/14/16,122.900002,7912100
3/11/16,121.550003,7042300
3/10/16,119.980003,6171200
3/9/16,119.639999,6428200
3/8/16,118.419998,6236200
3/7/16,117.150002,5640700
3/4/16,117.18,5857400
3/3/16,116.690002,9132000
3/2/16,118.480003,4267700
3/1/16,118.849998,4731500
